customerID,Network_Type,tenure,Tenure_Decile,Contract,Revenue_Stability,ARPU,Monthly_Revenue_Velocity,Product_Density_Score,Subscriber_Status,LTV,Migration_Target_Label,Revenue_Weight,Customer_Segment
5855-EIBDE,4G,49,7,Two year,Contractual (Stable),106.65,105.60,3,Active,5225.85,Retain,0.00023,High Value
3858-XHYJO,4G,40,7,One year,Contractual (Stable),105.75,105.71,4,Active,4230,Retain,0.00023,High Value
3413-DHLPB,4G,60,8,Month-to-month,At-Will (High Risk),103.75,99.50,4,Active,6225,Retain,0.00023,High Value
3763-GCZHZ,4G,66,9,One year,Contractual (Stable),104.05,104.39,4,Churned/Inactive,6867.3,Churn,0.00023,High Value
4832-VRBMR,4G,65,9,One year,Contractual (Stable),103.15,104.50,4,Active,6704.75,Retain,0.00023,High Value
0207-MDKNV,4G,15,4,Month-to-month,At-Will (High Risk),105.1,105.52,4,Churned/Inactive,1576.5,Churn,0.00023,High Value
2360-RDGRO,4G,65,9,Month-to-month,At-Will (High Risk),104.25,104.81,4,Active,6776.25,Retain,0.00023,High Value
3957-LXOLK,4G,28,5,Month-to-month,At-Will (High Risk),106.15,112.59,4,Churned/Inactive,2972.2000000000003,Churn,0.00023,High Value
2359-QWQUL,4G,39,6,One year,Contractual (Stable),104.7,106.02,4,Churned/Inactive,4083.3,Churn,0.00023,High Value
8059-UDZFY,4G,33,6,Month-to-month,At-Will (High Risk),105.35,105.00,4,Active,3476.5499999999997,Retain,0.00023,High Value
6646-QVXLR,4G,62,9,One year,Contractual (Stable),103.75,102.96,4,Churned/Inactive,6432.5,Churn,0.00023,High Value
4191-XOVOM,4G,63,9,Month-to-month,At-Will (High Risk),105.4,106.56,4,Active,6640.200000000001,Retain,0.00023,High Value
5055-BRMNE,4G,67,9,Two year,Contractual (Stable),106.7,104.62,4,Active,7148.900000000001,Retain,0.00023,High Value
8625-AZYZY,4G,24,5,Month-to-month,At-Will (High Risk),104.65,105.94,4,Churned/Inactive,2511.6000000000004,Churn,0.00023,High Value
8651-ENBZX,4G,60,8,One year,Contractual (Stable),106,107.36,4,Churned/Inactive,6360,Churn,0.00023,High Value
5149-TGWDZ,4G,21,5,One year,Contractual (Stable),104.55,106.64,4,Active,2195.5499999999997,Retain,0.00023,High Value
5339-TJFEK,4G,62,9,Month-to-month,At-Will (High Risk),105.5,104.63,4,Active,6541,Retain,0.00023,High Value
4097-YODCF,4G,34,6,One year,Contractual (Stable),103.8,102.08,4,Active,3529.2,Retain,0.00023,High Value
1448-CYWKC,4G,58,8,One year,Contractual (Stable),105.2,107.33,4,Active,6101.6,Retain,0.00023,High Value
7124-UGSUR,4G,61,9,One year,Contractual (Stable),104.4,105.00,4,Churned/Inactive,6368.400000000001,Churn,0.00023,High Value
7055-VKGDA,4G,54,8,One year,Contractual (Stable),105.4,104.51,4,Churned/Inactive,5691.6,Churn,0.00023,High Value
5052-PNLOS,4G,3,2,Month-to-month,At-Will (High Risk),105.35,107.75,4,Churned/Inactive,316.04999999999995,Churn,0.00023,High Value
8433-WPJTV,4G,65,9,One year,Contractual (Stable),103.9,104.11,4,Active,6753.5,Retain,0.00023,High Value
2001-EWBQU,4G,60,8,Two year,Contractual (Stable),104.7,105.56,4,Active,6282,Retain,0.00023,High Value
5985-BEHZK,4G,72,10,One year,Contractual (Stable),105,105.25,4,Active,7560,Retain,0.00023,High Value
2018-PZKMU,4G,9,3,Month-to-month,At-Will (High Risk),103.1,107.83,4,Active,927.9,Retain,0.00023,High Value
0868-VJRDR,4G,64,9,Two year,Contractual (Stable),104.05,103.21,4,Active,6659.2,Retain,0.00023,High Value
5130-IEKQT,4G,25,5,Month-to-month,At-Will (High Risk),105.95,106.21,4,Churned/Inactive,2648.75,Churn,0.00023,High Value
3186-AJIEK,4G,66,9,Two year,Contractual (Stable),105.65,103.70,4,Active,6972.900000000001,Retain,0.00023,High Value
9129-UXERG,4G,18,4,Month-to-month,At-Will (High Risk),103.6,100.35,4,Active,1864.8,Retain,0.00023,High Value
6771-XWBDM,4G,57,8,Month-to-month,At-Will (High Risk),104.5,103.88,4,Churned/Inactive,5956.5,Churn,0.00023,High Value
2034-CGRHZ,4G,24,5,Month-to-month,At-Will (High Risk),102.95,104.03,4,Churned/Inactive,2470.8,Churn,0.00023,High Value
7572-KPVKK,4G,62,9,Two year,Contractual (Stable),104.05,106.30,4,Active,6451.099999999999,Retain,0.00023,High Value
8313-NDOIA,4G,24,5,Month-to-month,At-Will (High Risk),104.15,103.94,4,Active,2499.6000000000004,Retain,0.00023,High Value
3685-YLCMQ,4G,58,8,One year,Contractual (Stable),104.65,107.23,4,Churned/Inactive,6069.700000000001,Churn,0.00023,High Value
5995-SNNEW,4G,23,5,Month-to-month,At-Will (High Risk),104.45,94.99,4,Active,2402.35,Retain,0.00023,High Value
4612-THJBS,4G,56,8,One year,Contractual (Stable),104.75,98.40,4,Churned/Inactive,5866,Churn,0.00023,High Value
5449-FIBXJ,4G,19,4,Month-to-month,At-Will (High Risk),103.3,105.93,4,Churned/Inactive,1962.7,Churn,0.00023,High Value
8715-KKTFG,4G,61,9,One year,Contractual (Stable),103.3,106.86,4,Active,6301.3,Retain,0.00023,High Value
7181-OQCUT,4G,21,5,Month-to-month,At-Will (High Risk),103.85,105.48,4,Active,2180.85,Retain,0.00023,High Value
5569-IDSEY,4G,71,10,One year,Contractual (Stable),105.7,105.24,4,Active,7504.7,Retain,0.00023,High Value
4298-OYIFC,4G,15,4,Month-to-month,At-Will (High Risk),103.45,102.65,4,Active,1551.75,Retain,0.00023,High Value
0471-ARVMX,4G,62,9,One year,Contractual (Stable),104.85,101.82,4,Active,6500.7,Retain,0.00023,High Value
0392-BZIUW,4G,72,10,Two year,Contractual (Stable),105,105.41,4,Active,7560,Retain,0.00023,High Value
0100-DUVFC,4G,70,10,One year,Contractual (Stable),104.8,104.41,4,Active,7336,Retain,0.00023,High Value
7544-ZVIKX,4G,58,8,One year,Contractual (Stable),105.05,103.53,4,Active,6092.9,Retain,0.00023,High Value
3197-NNYNB,4G,65,9,Two year,Contractual (Stable),105.1,102.03,4,Active,6831.5,Retain,0.00023,High Value
8107-RZLNV,4G,72,10,Two year,Contractual (Stable),106.3,105.07,4,Active,7653.599999999999,Retain,0.00023,High Value
5035-PGZXH,4G,56,8,One year,Contractual (Stable),106.8,105.61,4,Active,5980.8,Retain,0.00023,High Value
4446-BZKHU,4G,61,9,Month-to-month,At-Will (High Risk),105.55,102.97,4,Churned/Inactive,6438.55,Churn,0.00023,High Value
8089-UZWLX,4G,71,10,Two year,Contractual (Stable),104.05,104.42,4,Active,7387.55,Retain,0.00023,High Value
1017-FBQMM,4G,62,9,One year,Contractual (Stable),106.05,108.12,4,Active,6575.099999999999,Retain,0.00023,High Value
5360-LJCNJ,4G,71,10,Two year,Contractual (Stable),105.15,106.41,4,Active,7465.650000000001,Retain,0.00023,High Value
4913-EHYUI,4G,56,8,One year,Contractual (Stable),104.55,103.48,4,Churned/Inactive,5854.8,Churn,0.00023,High Value
5174-ITUMV,4G,67,9,One year,Contractual (Stable),105.4,104.32,4,Active,7061.8,Retain,0.00023,High Value
6257-DTAYD,4G,71,10,Two year,Contractual (Stable),104.15,103.74,4,Active,7394.650000000001,Retain,0.00023,High Value
5469-CTCWN,4G,61,9,One year,Contractual (Stable),106,107.34,4,Churned/Inactive,6466,Churn,0.00023,High Value
5193-QLVZB,4G,63,9,Two year,Contractual (Stable),104.75,103.75,4,Active,6599.25,Retain,0.00023,High Value
7718-UPSKJ,4G,69,9,One year,Contractual (Stable),106.4,105.10,4,Active,7341.6,Retain,0.00023,High Value
4488-KQFDT,4G,61,9,One year,Contractual (Stable),103.95,105.30,4,Active,6340.95,Retain,0.00023,High Value
6661-HBGWL,4G,42,7,Month-to-month,At-Will (High Risk),104.75,102.94,4,Churned/Inactive,4399.5,Churn,0.00023,High Value
3086-RUCRN,4G,66,9,Month-to-month,At-Will (High Risk),103.1,99.92,3,Active,6804.599999999999,Retain,0.00023,High Value
9572-MTILT,4G,59,8,Month-to-month,At-Will (High Risk),106.75,105.98,3,Churned/Inactive,6298.25,Churn,0.00023,High Value
5481-NTDOH,4G,67,9,One year,Contractual (Stable),107.05,106.60,4,Active,7172.349999999999,Retain,0.00023,High Value
8535-SFUTN,4G,61,9,Month-to-month,At-Will (High Risk),106.45,103.28,4,Active,6493.45,Retain,0.00023,High Value
0036-IHMOT,4G,55,8,One year,Contractual (Stable),103.7,102.85,4,Active,5703.5,Retain,0.00023,High Value
6050-FFXES,4G,69,10,Two year,Contractual (Stable),105.35,104.94,4,Active,7269.15,Retain,0.00023,High Value
6377-WHAOX,4G,60,8,Month-to-month,At-Will (High Risk),106.15,106.85,4,Active,6369,Retain,0.00023,High Value
8152-UOBNY,4G,50,7,One year,Contractual (Stable),106.8,106.96,4,Active,5340,Retain,0.00023,High Value
1343-EHPYB,4G,63,9,Month-to-month,At-Will (High Risk),103.4,104.81,4,Churned/Inactive,6514.200000000001,Churn,0.00023,High Value
9912-OMZDS,4G,59,8,One year,Contractual (Stable),106.15,106.04,4,Active,6262.85,Retain,0.00023,High Value
7940-UQQUG,4G,64,9,One year,Contractual (Stable),104.4,105.03,4,Active,6681.6,Retain,0.00023,High Value
8777-MBMTS,4G,65,9,Two year,Contractual (Stable),105.85,103.47,4,Active,6880.25,Retain,0.00023,High Value
4840-ORQXB,4G,56,8,Month-to-month,At-Will (High Risk),104.75,104.31,4,Active,5866,Retain,0.00023,High Value
4753-PADAS,4G,67,9,One year,Contractual (Stable),105.7,101.75,4,Active,7081.900000000001,Retain,0.00023,High Value
3758-CKOQL,4G,59,8,One year,Contractual (Stable),107,104.28,3,Active,6313,Retain,0.00023,High Value
8033-VCZGH,4G,50,8,One year,Contractual (Stable),103.95,104.63,4,Active,5197.5,Retain,0.00023,High Value
1548-FEHVL,4G,61,9,Month-to-month,At-Will (High Risk),106.2,104.51,4,Active,6478.2,Retain,0.00023,High Value
5647-FXOTP,4G,60,8,Month-to-month,At-Will (High Risk),105.9,106.69,4,Active,6354,Retain,0.00023,High Value
7694-VLBWQ,4G,67,9,One year,Contractual (Stable),104.1,105.09,4,Churned/Inactive,6974.7,Churn,0.00023,High Value
2324-EFHVG,4G,64,9,Two year,Contractual (Stable),104.4,104.57,4,Active,6681.6,Retain,0.00023,High Value
1502-XFCVR,4G,58,8,One year,Contractual (Stable),106.45,105.96,4,Churned/Inactive,6174.1,Churn,0.00023,High Value
8466-PZBLH,4G,67,9,Two year,Contractual (Stable),104.6,102.77,4,Active,7008.2,Retain,0.00023,High Value
2519-LBNQL,4G,60,8,One year,Contractual (Stable),104.35,105.66,4,Active,6261,Retain,0.00023,High Value
4525-VZCZG,4G,54,8,One year,Contractual (Stable),105.85,107.90,4,Active,5715.9,Retain,0.00023,High Value
9625-QNLUX,4G,68,9,Two year,Contractual (Stable),103.25,104.04,4,Active,7021,Retain,0.00023,High Value
4220-TINQT,4G,61,9,Month-to-month,At-Will (High Risk),106.35,110.68,4,Active,6487.349999999999,Retain,0.00023,High Value
4199-QHJNM,4G,67,9,Two year,Contractual (Stable),102.9,104.32,4,Active,6894.3,Retain,0.00023,High Value
9586-JGQKH,4G,64,9,Two year,Contractual (Stable),105.4,106.17,4,Active,6745.6,Retain,0.00023,High Value
5502-RLUYV,4G,69,10,Month-to-month,At-Will (High Risk),103.95,107.93,4,Churned/Inactive,7172.55,Churn,0.00023,High Value
2830-LEWOA,4G,61,9,One year,Contractual (Stable),103.9,105.72,4,Active,6337.900000000001,Retain,0.00023,High Value
0877-SDMBN,4G,54,8,One year,Contractual (Stable),103.95,104.43,4,Churned/Inactive,5613.3,Churn,0.00023,High Value
0691-NIKRI,4G,40,7,One year,Contractual (Stable),105.95,108.38,4,Active,4238,Retain,0.00023,High Value
5055-MGMGF,4G,65,9,Month-to-month,At-Will (High Risk),105.05,106.38,4,Active,6828.25,Retain,0.00023,High Value
6804-GDMOI,4G,61,9,Two year,Contractual (Stable),106.6,105.38,4,Churned/Inactive,6502.599999999999,Churn,0.00023,High Value
6048-UWKAL,4G,69,9,Two year,Contractual (Stable),105.4,101.43,4,Active,7272.6,Retain,0.00023,High Value
7426-GSWPO,4G,64,9,Month-to-month,At-Will (High Risk),103.5,102.32,4,Active,6624,Retain,0.00023,High Value
8634-CILSZ,4G,69,10,One year,Contractual (Stable),104.7,104.64,4,Churned/Inactive,7224.3,Churn,0.00023,High Value
0960-HUWBM,4G,65,9,Two year,Contractual (Stable),104.1,103.08,4,Active,6766.5,Retain,0.00023,High Value
0899-WZRSD,4G,56,8,Month-to-month,At-Will (High Risk),105.35,103.47,4,Active,5899.599999999999,Retain,0.00023,High Value
2080-CAZNM,4G,41,7,Month-to-month,At-Will (High Risk),104.4,100.83,4,Active,4280.400000000001,Retain,0.00023,High Value
6305-YLBMM,4G,69,9,One year,Contractual (Stable),104.05,105.25,4,Churned/Inactive,7179.45,Churn,0.00023,High Value
6374-NTQLP,4G,72,10,Two year,Contractual (Stable),104.1,103.44,4,Active,7495.2,Retain,0.00023,High Value
5804-HYIEZ,4G,70,10,Month-to-month,At-Will (High Risk),106.05,107.92,4,Active,7423.5,Retain,0.00023,High Value
3932-IJWDZ,4G,45,7,Month-to-month,At-Will (High Risk),103.65,105.51,4,Active,4664.25,Retain,0.00023,High Value
4129-LYCOI,4G,67,9,Two year,Contractual (Stable),104,105.06,4,Active,6968,Retain,0.00023,High Value
5074-FBGHB,4G,64,9,One year,Contractual (Stable),104.65,107.65,4,Active,6697.6,Retain,0.00023,High Value
2165-VOEGB,4G,46,7,One year,Contractual (Stable),105.2,104.84,4,Churned/Inactive,4839.2,Churn,0.00023,High Value
8564-LDKFL,4G,40,7,One year,Contractual (Stable),106,104.47,4,Active,4240,Retain,0.00023,High Value
3597-YASZG,4G,70,10,Two year,Contractual (Stable),104.45,104.99,4,Active,7311.5,Retain,0.00023,High Value
7663-YJHSN,4G,72,10,Two year,Contractual (Stable),103.95,104.96,3,Active,7484.400000000001,Retain,0.00023,High Value
3197-ARFOY,4G,19,4,Month-to-month,At-Will (High Risk),105,105.64,4,Active,1995,Retain,0.00023,High Value
7142-HVGBG,4G,43,7,Month-to-month,At-Will (High Risk),103,102.66,4,Churned/Inactive,4429,Churn,0.00023,High Value
1442-OKRJE,4G,66,9,One year,Contractual (Stable),103.15,106.53,4,Active,6807.900000000001,Retain,0.00023,High Value
3838-OZURD,4G,66,9,Month-to-month,At-Will (High Risk),105,108.08,4,Churned/Inactive,6930,Churn,0.00023,High Value
7975-TZMLR,4G,47,7,One year,Contractual (Stable),103.1,104.03,4,Active,4845.7,Retain,0.00023,High Value
7774-OJSXI,4G,31,6,One year,Contractual (Stable),103.45,98.92,4,Churned/Inactive,3206.9500000000003,Churn,0.00023,High Value
5376-PCKNB,4G,72,10,One year,Contractual (Stable),104.45,103.60,4,Active,7520.400000000001,Retain,0.00023,High Value
0853-TWRVK,4G,72,10,Two year,Contractual (Stable),105.6,105.30,3,Active,7603.2,Retain,0.00023,High Value
5947-SGKCL,4G,15,4,Month-to-month,At-Will (High Risk),105.35,103.95,4,Active,1580.25,Retain,0.00023,High Value
9851-QXEEQ,4G,41,7,Month-to-month,At-Will (High Risk),104.7,106.01,4,Churned/Inactive,4292.7,Churn,0.00023,High Value
5897-ZYEKH,4G,67,9,One year,Contractual (Stable),105.6,106.15,4,Active,7075.2,Retain,0.00023,High Value
2560-PPCHE,4G,65,9,One year,Contractual (Stable),105.05,103.76,4,Active,6828.25,Retain,0.00023,High Value
4393-RYCRE,4G,44,7,One year,Contractual (Stable),106.05,102.52,4,Active,4666.2,Retain,0.00023,High Value
6591-QGOYB,4G,17,4,Month-to-month,At-Will (High Risk),106.65,98.36,3,Active,1813.0500000000002,Retain,0.00023,High Value
1090-ESELR,4G,72,10,Two year,Contractual (Stable),105.5,105.72,4,Active,7596,Retain,0.00023,High Value
5286-YHCVC,4G,72,10,Two year,Contractual (Stable),104.8,103.75,4,Active,7545.599999999999,Retain,0.00023,High Value
6496-SLWHQ,4G,3,2,Month-to-month,At-Will (High Risk),105,98.15,4,Churned/Inactive,315,Churn,0.00023,High Value
1784-EZDKJ,4G,51,8,One year,Contractual (Stable),106.8,107.82,4,Active,5446.8,Retain,0.00023,High Value
6425-YQLLO,4G,66,9,One year,Contractual (Stable),105.95,105.69,4,Churned/Inactive,6992.7,Churn,0.00023,High Value
6616-AALSR,4G,65,9,Two year,Contractual (Stable),104.3,103.47,4,Active,6779.5,Retain,0.00023,High Value
5630-IXDXV,4G,47,7,Month-to-month,At-Will (High Risk),106.35,103.17,4,Active,4998.45,Retain,0.00023,High Value
2027-FECZV,4G,12,4,Month-to-month,At-Will (High Risk),106.7,104.49,4,Churned/Inactive,1280.4,Churn,0.00023,High Value
4822-LPTYJ,4G,72,10,Two year,Contractual (Stable),103.75,102.03,4,Active,7470,Retain,0.00023,High Value
6994-FGRHH,4G,70,10,One year,Contractual (Stable),106.15,106.79,4,Active,7430.5,Retain,0.00023,High Value
2369-UAPKZ,4G,5,2,Month-to-month,At-Will (High Risk),104.1,108.38,4,Churned/Inactive,520.5,Churn,0.00023,High Value
7516-GMHUV,4G,50,7,Two year,Contractual (Stable),105.05,103.27,4,Active,5252.5,Retain,0.00023,High Value
7762-URZQH,4G,66,9,Two year,Contractual (Stable),106.05,105.78,4,Churned/Inactive,6999.3,Churn,0.00023,High Value
7067-KSAZT,4G,65,9,One year,Contractual (Stable),106.25,107.38,4,Churned/Inactive,6906.25,Churn,0.00023,High Value
2038-LLMLM,4G,48,7,Month-to-month,At-Will (High Risk),103.85,103.04,4,Active,4984.799999999999,Retain,0.00023,High Value
8118-LSUEL,4G,23,5,Month-to-month,At-Will (High Risk),106.4,107.98,4,Churned/Inactive,2447.2000000000003,Churn,0.00023,High Value
7203-OYKCT,4G,72,10,One year,Contractual (Stable),104.95,104.78,4,Active,7556.400000000001,Retain,0.00023,High Value
4323-OHFOW,4G,70,10,One year,Contractual (Stable),105.55,102.79,4,Active,7388.5,Retain,0.00023,High Value
3374-TTZTK,4G,52,8,Two year,Contractual (Stable),106.3,105.52,4,Active,5527.599999999999,Retain,0.00023,High Value
5732-IKGQH,4G,52,8,One year,Contractual (Stable),104.45,105.41,4,Active,5431.400000000001,Retain,0.00023,High Value
4389-UEFCZ,4G,72,10,Two year,Contractual (Stable),105.5,104.78,4,Active,7596,Retain,0.00023,High Value
4010-YLMVT,4G,56,8,Month-to-month,At-Will (High Risk),106.6,105.25,4,Active,5969.599999999999,Retain,0.00023,High Value
9651-GTSAQ,4G,53,8,One year,Contractual (Stable),106.1,108.86,4,Churned/Inactive,5623.299999999999,Churn,0.00023,High Value
2357-COQEK,4G,28,5,Month-to-month,At-Will (High Risk),103.3,103.24,4,Churned/Inactive,2892.4,Churn,0.00023,High Value
9601-BRXPO,4G,25,5,Month-to-month,At-Will (High Risk),104.95,102.66,4,Churned/Inactive,2623.75,Churn,0.00023,High Value
1400-MMYXY,4G,3,2,Month-to-month,At-Will (High Risk),105.9,111.55,4,Churned/Inactive,317.70000000000005,Churn,0.00023,High Value
6777-TGHTM,4G,53,8,One year,Contractual (Stable),106.95,109.16,4,Churned/Inactive,5668.35,Churn,0.00023,High Value
6769-DCQLI,4G,52,8,One year,Contractual (Stable),105,104.36,4,Churned/Inactive,5460,Churn,0.00023,High Value
3786-WOVKF,4G,72,10,One year,Contractual (Stable),106.85,106.63,4,Active,7693.2,Retain,0.00023,High Value
5285-MVEHD,4G,56,8,One year,Contractual (Stable),105.6,108.37,4,Active,5913.599999999999,Retain,0.00023,High Value
2107-FBPTK,4G,30,6,Month-to-month,At-Will (High Risk),104.1,104.04,4,Active,3123,Retain,0.00023,High Value
6900-PXRMS,4G,26,5,Month-to-month,At-Will (High Risk),105.75,104.24,4,Churned/Inactive,2749.5,Churn,0.00023,High Value
3325-FUYCG,4G,28,5,One year,Contractual (Stable),106.1,101.69,4,Churned/Inactive,2970.7999999999997,Churn,0.00023,High Value
3389-YGYAI,4G,8,3,Month-to-month,At-Will (High Risk),105.5,103.69,4,Churned/Inactive,844,Churn,0.00023,High Value
2133-TSRRM,4G,34,6,Month-to-month,At-Will (High Risk),105.35,108.49,4,Active,3581.8999999999996,Retain,0.00023,High Value
3692-JHONH,4G,52,8,One year,Contractual (Stable),106.5,108.11,4,Active,5538,Retain,0.00023,High Value
6518-LGAOV,4G,38,6,Month-to-month,At-Will (High Risk),105,105.96,4,Churned/Inactive,3990,Churn,0.00023,High Value
2883-ILGWO,4G,57,8,Month-to-month,At-Will (High Risk),104.9,103.75,4,Active,5979.3,Retain,0.00023,High Value
8123-QBNAZ,4G,36,6,Month-to-month,At-Will (High Risk),104.5,102.36,4,Active,3762,Retain,0.00023,High Value
4423-YLHDV,4G,21,5,Month-to-month,At-Will (High Risk),104.4,104.77,4,Churned/Inactive,2192.4,Churn,0.00023,High Value
0479-HMSWA,4G,26,5,Two year,Contractual (Stable),105.45,104.43,4,Active,2741.7000000000003,Retain,0.00023,High Value
1875-QIVME,4G,2,2,Month-to-month,At-Will (High Risk),104.4,121.40,4,Churned/Inactive,208.8,Churn,0.00023,High Value
6892-XPFPU,4G,24,5,Month-to-month,At-Will (High Risk),104.25,101.41,4,Churned/Inactive,2502,Churn,0.00023,High Value
3001-UNBTL,4G,29,6,Month-to-month,At-Will (High Risk),103.95,102.23,4,Active,3014.55,Retain,0.00023,High Value
9801-GDWGV,4G,39,6,Month-to-month,At-Will (High Risk),103.45,102.42,4,Churned/Inactive,4034.55,Churn,0.00023,High Value
5129-JLPIS,4G,25,5,Month-to-month,At-Will (High Risk),105.5,107.44,4,Active,2637.5,Retain,0.00023,High Value
4391-RESHN,4G,23,5,Month-to-month,At-Will (High Risk),104.05,107.40,4,Churned/Inactive,2393.15,Churn,0.00023,High Value
4587-VVTOX,4G,6,3,Month-to-month,At-Will (High Risk),105.3,90.87,4,Churned/Inactive,631.8,Churn,0.00023,High Value
5519-YLDGW,4G,21,5,Month-to-month,At-Will (High Risk),103.9,107.34,4,Churned/Inactive,2181.9,Churn,0.00023,High Value
1113-IUJYX,4G,14,4,One year,Contractual (Stable),105.95,96.35,4,Churned/Inactive,1483.3,Churn,0.00023,High Value
9221-OTIVJ,4G,14,4,Month-to-month,At-Will (High Risk),104.85,109.39,4,Churned/Inactive,1467.8999999999999,Churn,0.00023,High Value
9710-ZUSHQ,4G,37,6,Month-to-month,At-Will (High Risk),106.75,109.64,4,Churned/Inactive,3949.75,Churn,0.00023,High Value
1421-HCERK,4G,30,6,Month-to-month,At-Will (High Risk),105.7,106.06,3,Active,3171,Retain,0.00023,High Value
6402-ZFPPI,4G,25,5,Month-to-month,At-Will (High Risk),102.8,106.41,4,Churned/Inactive,2570,Churn,0.00023,High Value
3932-CMDTD,4G,4,2,One year,Contractual (Stable),105.65,110.97,4,Churned/Inactive,422.6,Churn,0.00023,High Value
9137-UIYPG,4G,35,6,Month-to-month,At-Will (High Risk),106.9,107.33,4,Active,3741.5,Retain,0.00023,High Value
7145-FEJWU,4G,12,3,Month-to-month,At-Will (High Risk),105.3,106.30,4,Active,1263.6,Retain,0.00023,High Value
5716-LIBJC,4G,13,4,One year,Contractual (Stable),104.15,99.93,4,Active,1353.95,Retain,0.00023,High Value
8868-WOZGU,4G,28,5,Month-to-month,At-Will (High Risk),105.7,106.41,4,Churned/Inactive,2959.6,Churn,0.00023,High Value
0654-HMSHN,4G,21,5,Month-to-month,At-Will (High Risk),104.4,102.76,4,Churned/Inactive,2192.4,Churn,0.00023,High Value
3606-TWKGI,4G,13,4,Month-to-month,At-Will (High Risk),106.9,104.95,4,Churned/Inactive,1389.7,Churn,0.00023,High Value
5923-GXUOC,4G,10,3,Month-to-month,At-Will (High Risk),104.4,108.15,4,Churned/Inactive,1044,Churn,0.00023,High Value
5380-WJKOV,4G,34,6,Month-to-month,At-Will (High Risk),106.35,104.39,4,Churned/Inactive,3615.8999999999996,Churn,0.00023,High Value
1309-BXVOQ,4G,21,5,Month-to-month,At-Will (High Risk),106.1,107.14,4,Churned/Inactive,2228.1,Churn,0.00023,High Value
7089-IVVAZ,4G,8,3,Month-to-month,At-Will (High Risk),103.35,105.91,4,Churned/Inactive,826.8,Churn,0.00023,High Value
4658-HCOHW,4G,21,5,Month-to-month,At-Will (High Risk),102.8,100.48,4,Churned/Inactive,2158.7999999999997,Churn,0.00023,High Value
7599-FKVXZ,4G,42,7,Month-to-month,At-Will (High Risk),106.15,107.45,4,Churned/Inactive,4458.3,Churn,0.00023,High Value
5965-GGPRW,4G,72,10,Two year,Contractual (Stable),105.25,105.69,4,Active,7578,Retain,0.00023,High Value
2786-GCDPI,4G,50,7,Month-to-month,At-Will (High Risk),104.95,104.45,4,Active,5247.5,Retain,0.00023,High Value
9958-MEKUC,4G,72,10,Two year,Contractual (Stable),103.95,104.41,3,Active,7484.400000000001,Retain,0.00023,High Value
4816-OKWNX,4G,50,7,One year,Contractual (Stable),103.4,104.73,4,Active,5170,Retain,0.00023,High Value
5385-SUIRI,4G,52,8,Month-to-month,At-Will (High Risk),104.2,107.08,4,Churned/Inactive,5418.400000000001,Churn,0.00023,High Value
4062-HBMOS,4G,52,8,Month-to-month,At-Will (High Risk),103.05,103.17,4,Active,5358.599999999999,Retain,0.00023,High Value
2927-CVULT,4G,53,8,Two year,Contractual (Stable),104.05,105.03,3,Active,5514.65,Retain,0.00023,High Value
7446-KQISO,4G,45,7,Two year,Contractual (Stable),109.75,108.90,4,Active,4938.75,Retain,0.00024,High Value
3331-HQDTW,4G,34,6,Month-to-month,At-Will (High Risk),109.8,105.51,4,Churned/Inactive,3733.2,Churn,0.00024,High Value
9851-KIELU,4G,10,3,Month-to-month,At-Will (High Risk),110.1,104.33,4,Churned/Inactive,1101,Churn,0.00024,High Value
1258-YMZNM,4G,27,5,One year,Contractual (Stable),110.5,105.84,4,Active,2983.5,Retain,0.00024,High Value
0115-TFERT,4G,21,5,Month-to-month,At-Will (High Risk),111.2,110.34,4,Churned/Inactive,2335.2000000000003,Churn,0.00024,High Value
1320-GVNHT,4G,72,10,Two year,Contractual (Stable),108.4,107.88,4,Active,7804.8,Retain,0.00024,High Value
3292-PBZEJ,4G,11,3,Month-to-month,At-Will (High Risk),111.4,107.55,4,Active,1225.4,Retain,0.00024,High Value
4329-YPDDQ,4G,20,5,Month-to-month,At-Will (High Risk),108.2,110.18,4,Active,2164,Retain,0.00024,High Value
7130-YXBRO,4G,48,7,Month-to-month,At-Will (High Risk),111.45,110.73,4,Active,5349.6,Retain,0.00024,High Value
4118-CEVPF,4G,35,6,One year,Contractual (Stable),110.8,109.61,4,Active,3878,Retain,0.00024,High Value
2001-MCUUW,4G,46,7,Two year,Contractual (Stable),108.65,106.59,4,Active,4997.900000000001,Retain,0.00024,High Value
6647-ZEDXT,4G,30,6,One year,Contractual (Stable),110.45,110.90,4,Active,3313.5,Retain,0.00024,High Value
5760-IFJOZ,4G,3,2,Month-to-month,At-Will (High Risk),107.95,104.53,4,Active,323.85,Retain,0.00024,High Value
4250-ZBWLV,4G,68,9,One year,Contractual (Stable),108.45,105.54,4,Churned/Inactive,7374.6,Churn,0.00024,High Value
8819-ZBYNA,4G,58,8,Two year,Contractual (Stable),109.1,110.24,4,Active,6327.799999999999,Retain,0.00024,High Value
1320-REHCS,4G,52,8,Month-to-month,At-Will (High Risk),110.75,112.15,4,Active,5759,Retain,0.00024,High Value
0363-QJVFX,4G,32,6,Month-to-month,At-Will (High Risk),108.15,107.28,4,Churned/Inactive,3460.8,Churn,0.00024,High Value
3336-JORSO,4G,33,6,Month-to-month,At-Will (High Risk),110.45,110.77,4,Churned/Inactive,3644.85,Churn,0.00024,High Value
